CEST;NCM/SH;Segmento CEST;Item;Descrição CEST;Anexo XXVII
17.043.00;1806.32.20;17. Produtos alimentícios;43.0;Barra de cereais contendo cacau;Fabricados em escala industrial não relevante
17.043.00;1806.90.00;17. Produtos alimentícios;43.0;Barra de cereais contendo cacau;Fabricados em escala industrial não relevante
17.044.00;1101.00.10;17. Produtos alimentícios;44.0;Farinha de trigo especial, em embalagem inferior ou igual a 1 kg;
17.044.01;1101.00.10;17. Produtos alimentícios;44.1;Farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg;
17.044.02;1101.00.10;17. Produtos alimentícios;44.2;Farinha de trigo especial, em embalagem igual a 5 kg;
17.044.03;1101.00.10;17. Produtos alimentícios;44.3;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg;
17.044.04;1101.00.10;17. Produtos alimentícios;44.4;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg;
17.044.05;1101.00.10;17. Produtos alimentícios;44.5;Farinha de trigo comum, em embalagem igual a 5 kg;
17.044.06;1101.00.10;17. Produtos alimentícios;44.6;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg;
17.044.07;1101.00.10;17. Produtos alimentícios;44.7;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg;
17.044.08;1101.00.10;17. Produtos alimentícios;44.8;Farinha de trigo doméstica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg;
17.044.09;1101.00.10;17. Produtos alimentícios;44.9;Farinha de trigo doméstica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg;
17.044.10;1101.00.10;17. Produtos alimentícios;44.10;Farinha de trigo especial, em embalagem superior a 50 Kg;
